student_id,name,course,learning_style,communication,personality,gpa,combination,performance_level
S0257,muneeb chaudhry,artificial intelligence,auditory,weak,ambivert,2.46,artificial intelligence - auditory - ambivert - weak,Low
S0258,ayesha malik,artificial intelligence,auditory,weak,extrovert,3.66,artificial intelligence - auditory - extrovert - weak,High
S0259,usman siddiqui,software engineering,auditory,average,extrovert,3.26,software engineering - auditory - extrovert - average,Above Average
S0260,hassan siddiqui,computer networks,auditory,weak,introvert,3.28,computer networks - auditory - introvert - weak,Above Average
S0261,ahmad siddiqui,deep learning,kinesthetic,average,ambivert,2.47,deep learning - kinesthetic - ambivert - average,Low
S0262,fatima butt,computer networks,reading/writing,strong,ambivert,3.12,computer networks - reading/writing - ambivert - strong,Above Average
S0263,zara rana,deep learning,reading/writing,weak,introvert,2.32,deep learning - reading/writing - introvert - weak,Low
S0264,ayesha butt,cloud computing,visual,weak,introvert,2.97,cloud computing - visual - introvert - weak,Below Average
S0265,hamza rana,data science,reading/writing,strong,extrovert,3.68,data science - reading/writing - extrovert - strong,High
S0266,bilal ashraf,data science,reading/writing,average,extrovert,2.28,data science - reading/writing - extrovert - average,Low
S0267,usman chaudhry,deep learning,visual,weak,introvert,2.84,deep learning - visual - introvert - weak,Below Average
S0268,hassan khan,software engineering,reading/writing,strong,introvert,2.77,software engineering - reading/writing - introvert - strong,Below Average
S0269,sana iftikhar,cloud computing,kinesthetic,weak,extrovert,2.9,cloud computing - kinesthetic - extrovert - weak,Below Average
S0270,bilal malik,software engineering,kinesthetic,average,extrovert,3.5,software engineering - kinesthetic - extrovert - average,Above Average
S0271,hiba chaudhry,computer networks,reading/writing,strong,extrovert,2.02,computer networks - reading/writing - extrovert - strong,Low
S0272,hassan rana,data science,visual,weak,introvert,3.81,data science - visual - introvert - weak,High
S0273,zara butt,machine learning,visual,average,ambivert,2.94,machine learning - visual - ambivert - average,Below Average
S0274,hiba sheikh,cyber security,auditory,strong,extrovert,3.98,cyber security - auditory - extrovert - strong,High
S0275,ayesha qureshi,information technology,visual,weak,ambivert,2.74,information technology - visual - ambivert - weak,Below Average
S0276,muneeb butt,computer networks,visual,strong,extrovert,2.9,computer networks - visual - extrovert - strong,Below Average
S0277,zara rana,artificial intelligence,kinesthetic,weak,ambivert,3.2,artificial intelligence - kinesthetic - ambivert - weak,Above Average
S0278,ahmad iftikhar,data science,reading/writing,weak,ambivert,3.75,data science - reading/writing - ambivert - weak,High
S0279,sana qureshi,data science,kinesthetic,weak,ambivert,2.56,data science - kinesthetic - ambivert - weak,Below Average
S0280,fatima siddiqui,information technology,reading/writing,average,ambivert,3.21,information technology - reading/writing - ambivert - average,Above Average
S0281,ahmad sheikh,artificial intelligence,kinesthetic,weak,extrovert,2.7,artificial intelligence - kinesthetic - extrovert - weak,Below Average
S0282,maryam qureshi,data science,reading/writing,average,introvert,3.29,data science - reading/writing - introvert - average,Above Average
S0283,usman iftikhar,computer networks,reading/writing,weak,introvert,3.96,computer networks - reading/writing - introvert - weak,High
S0284,hamza chaudhry,machine learning,visual,average,extrovert,2.67,machine learning - visual - extrovert - average,Below Average
S0285,usman ashraf,deep learning,visual,strong,extrovert,2.82,deep learning - visual - extrovert - strong,Below Average
S0286,usman chaudhry,artificial intelligence,visual,average,ambivert,2.35,artificial intelligence - visual - ambivert - average,Low
S0287,ali chaudhry,information technology,visual,average,extrovert,3.35,information technology - visual - extrovert - average,Above Average
S0288,ayesha malik,machine learning,reading/writing,strong,ambivert,2.13,machine learning - reading/writing - ambivert - strong,Low
S0289,jawad malik,software engineering,reading/writing,weak,ambivert,2.95,software engineering - reading/writing - ambivert - weak,Below Average
S0290,bilal khan,machine learning,auditory,strong,extrovert,2.67,machine learning - auditory - extrovert - strong,Below Average
S0291,hassan siddiqui,machine learning,auditory,weak,introvert,2.78,machine learning - auditory - introvert - weak,Below Average
S0292,ali siddiqui,machine learning,visual,weak,ambivert,3.7,machine learning - visual - ambivert - weak,High
S0293,fatima sheikh,information technology,auditory,weak,introvert,2.08,information technology - auditory - introvert - weak,Low
S0294,hassan butt,machine learning,auditory,weak,extrovert,2.49,machine learning - auditory - extrovert - weak,Low
S0295,bilal khan,machine learning,kinesthetic,weak,introvert,2.74,machine learning - kinesthetic - introvert - weak,Below Average
S0296,hiba siddiqui,machine learning,kinesthetic,strong,extrovert,2.68,machine learning - kinesthetic - extrovert - strong,Below Average
S0297,ali siddiqui,computer networks,auditory,weak,extrovert,2.09,computer networks - auditory - extrovert - weak,Low
S0298,hiba sheikh,cloud computing,visual,average,introvert,3.31,cloud computing - visual - introvert - average,Above Average
S0299,jawad iftikhar,computer networks,reading/writing,strong,extrovert,2.82,computer networks - reading/writing - extrovert - strong,Below Average
S0300,maryam malik,information technology,visual,average,extrovert,2.65,information technology - visual - extrovert - average,Below Average
S0301,fatima ashraf,computer networks,visual,weak,ambivert,2.72,computer networks - visual - ambivert - weak,Below Average
S0302,sana rana,machine learning,visual,weak,ambivert,2.2,machine learning - visual - ambivert - weak,Low
S0303,jawad butt,data science,visual,strong,ambivert,3.5,data science - visual - ambivert - strong,Above Average
S0304,sana sheikh,deep learning,kinesthetic,average,ambivert,3.97,deep learning - kinesthetic - ambivert - average,High
S0305,sana chaudhry,information technology,visual,strong,introvert,3.52,information technology - visual - introvert - strong,High
S0306,ahmad khan,deep learning,auditory,average,extrovert,3.54,deep learning - auditory - extrovert - average,High
S0307,jawad malik,cyber security,auditory,weak,introvert,2.98,cyber security - auditory - introvert - weak,Below Average
S0308,jawad rana,data science,auditory,strong,introvert,3.41,data science - auditory - introvert - strong,Above Average
S0309,ahmad butt,deep learning,visual,average,introvert,3.53,deep learning - visual - introvert - average,High
S0310,ahmad qureshi,data science,visual,average,extrovert,3.31,data science - visual - extrovert - average,Above Average
S0311,sana sheikh,cyber security,auditory,strong,ambivert,3.15,cyber security - auditory - ambivert - strong,Above Average
S0312,hiba iftikhar,software engineering,kinesthetic,weak,extrovert,3.11,software engineering - kinesthetic - extrovert - weak,Above Average
S0313,jawad malik,data science,auditory,strong,ambivert,2.3,data science - auditory - ambivert - strong,Low
S0314,jawad sheikh,artificial intelligence,visual,average,extrovert,3.37,artificial intelligence - visual - extrovert - average,Above Average
S0315,bilal siddiqui,information technology,reading/writing,weak,introvert,2.1,information technology - reading/writing - introvert - weak,Low
S0316,zara sheikh,data science,auditory,average,introvert,3.21,data science - auditory - introvert - average,Above Average
S0317,jawad siddiqui,software engineering,visual,average,extrovert,3.67,software engineering - visual - extrovert - average,High
S0318,ayesha malik,deep learning,auditory,strong,ambivert,2.08,deep learning - auditory - ambivert - strong,Low
S0319,sana malik,deep learning,visual,strong,ambivert,3.29,deep learning - visual - ambivert - strong,Above Average
S0320,hassan malik,information technology,kinesthetic,average,introvert,3.49,information technology - kinesthetic - introvert - average,Above Average
S0321,fatima siddiqui,computer networks,visual,average,extrovert,3.86,computer networks - visual - extrovert - average,High
S0322,muneeb khan,machine learning,reading/writing,strong,introvert,2.06,machine learning - reading/writing - introvert - strong,Low
S0323,bilal siddiqui,software engineering,kinesthetic,average,extrovert,3.76,software engineering - kinesthetic - extrovert - average,High
S0324,bilal rana,machine learning,reading/writing,weak,extrovert,3.0,machine learning - reading/writing - extrovert - weak,Below Average
S0325,muneeb qureshi,computer networks,auditory,strong,extrovert,2.19,computer networks - auditory - extrovert - strong,Low
S0326,sana butt,software engineering,reading/writing,strong,ambivert,2.4,software engineering - reading/writing - ambivert - strong,Low
S0327,zara siddiqui,machine learning,kinesthetic,weak,ambivert,3.86,machine learning - kinesthetic - ambivert - weak,High
S0328,zara iftikhar,deep learning,visual,average,ambivert,2.58,deep learning - visual - ambivert - average,Below Average
S0329,hamza rana,cyber security,visual,strong,ambivert,2.54,cyber security - visual - ambivert - strong,Below Average
S0330,jawad rana,computer networks,auditory,strong,extrovert,3.96,computer networks - auditory - extrovert - strong,High
S0331,usman khan,data science,kinesthetic,weak,extrovert,3.57,data science - kinesthetic - extrovert - weak,High
S0332,muneeb siddiqui,machine learning,auditory,average,introvert,3.82,machine learning - auditory - introvert - average,High
S0333,zara chaudhry,artificial intelligence,reading/writing,average,introvert,3.68,artificial intelligence - reading/writing - introvert - average,High
S0334,jawad butt,cloud computing,reading/writing,weak,introvert,2.33,cloud computing - reading/writing - introvert - weak,Low
S0335,usman sheikh,information technology,reading/writing,weak,introvert,3.72,information technology - reading/writing - introvert - weak,High
S0336,jawad siddiqui,data science,reading/writing,strong,ambivert,3.78,data science - reading/writing - ambivert - strong,High
S0337,hamza malik,cyber security,visual,strong,ambivert,2.51,cyber security - visual - ambivert - strong,Below Average
S0338,sana chaudhry,cloud computing,visual,strong,introvert,3.09,cloud computing - visual - introvert - strong,Above Average
S0339,hassan iftikhar,information technology,kinesthetic,average,introvert,2.39,information technology - kinesthetic - introvert - average,Low
S0340,hamza rana,data science,reading/writing,strong,introvert,3.84,data science - reading/writing - introvert - strong,High
S0341,jawad sheikh,software engineering,kinesthetic,strong,introvert,2.61,software engineering - kinesthetic - introvert - strong,Below Average
S0342,sana rana,deep learning,reading/writing,average,ambivert,3.12,deep learning - reading/writing - ambivert - average,Above Average
S0343,ali malik,deep learning,kinesthetic,strong,ambivert,2.59,deep learning - kinesthetic - ambivert - strong,Below Average
S0344,muneeb butt,artificial intelligence,reading/writing,weak,ambivert,2.64,artificial intelligence - reading/writing - ambivert - weak,Below Average
S0345,hiba iftikhar,information technology,reading/writing,average,extrovert,2.1,information technology - reading/writing - extrovert - average,Low
S0346,muneeb qureshi,data science,kinesthetic,weak,introvert,3.49,data science - kinesthetic - introvert - weak,Above Average
S0347,fatima siddiqui,machine learning,reading/writing,strong,extrovert,2.43,machine learning - reading/writing - extrovert - strong,Low
S0348,jawad ashraf,artificial intelligence,kinesthetic,average,introvert,3.79,artificial intelligence - kinesthetic - introvert - average,High
S0349,usman rana,machine learning,reading/writing,strong,ambivert,2.17,machine learning - reading/writing - ambivert - strong,Low
S0350,zara rana,cyber security,visual,weak,ambivert,2.92,cyber security - visual - ambivert - weak,Below Average
S0351,ayesha sheikh,software engineering,visual,strong,extrovert,3.0,software engineering - visual - extrovert - strong,Below Average
S0352,ahmad siddiqui,artificial intelligence,kinesthetic,weak,extrovert,3.68,artificial intelligence - kinesthetic - extrovert - weak,High
S0353,hassan butt,information technology,auditory,weak,introvert,3.35,information technology - auditory - introvert - weak,Above Average
S0354,fatima sheikh,deep learning,reading/writing,weak,introvert,3.42,deep learning - reading/writing - introvert - weak,Above Average
S0355,sana qureshi,artificial intelligence,kinesthetic,weak,ambivert,2.3,artificial intelligence - kinesthetic - ambivert - weak,Low
S0356,ali malik,software engineering,kinesthetic,average,ambivert,2.09,software engineering - kinesthetic - ambivert - average,Low
S0357,bilal iftikhar,software engineering,visual,weak,extrovert,2.59,software engineering - visual - extrovert - weak,Below Average
S0358,ayesha sheikh,software engineering,visual,strong,ambivert,2.17,software engineering - visual - ambivert - strong,Low
S0359,muneeb rana,software engineering,kinesthetic,average,introvert,2.98,software engineering - kinesthetic - introvert - average,Below Average
S0360,ahmad ashraf,cloud computing,visual,weak,introvert,3.52,cloud computing - visual - introvert - weak,High
S0361,bilal ashraf,data science,auditory,strong,extrovert,2.37,data science - auditory - extrovert - strong,Low
S0362,hiba butt,deep learning,reading/writing,strong,introvert,2.88,deep learning - reading/writing - introvert - strong,Below Average
S0363,hassan ashraf,artificial intelligence,kinesthetic,weak,ambivert,2.71,artificial intelligence - kinesthetic - ambivert - weak,Below Average
S0364,muneeb chaudhry,artificial intelligence,visual,average,extrovert,2.6,artificial intelligence - visual - extrovert - average,Below Average
S0365,muneeb sheikh,deep learning,reading/writing,strong,ambivert,2.57,deep learning - reading/writing - ambivert - strong,Below Average
S0366,maryam ashraf,information technology,auditory,average,ambivert,3.09,information technology - auditory - ambivert - average,Above Average
S0367,ali butt,information technology,reading/writing,strong,ambivert,3.06,information technology - reading/writing - ambivert - strong,Above Average
S0368,hamza siddiqui,information technology,visual,average,ambivert,3.72,information technology - visual - ambivert - average,High
S0369,hamza rana,data science,auditory,strong,introvert,2.16,data science - auditory - introvert - strong,Low
S0370,hassan chaudhry,machine learning,reading/writing,weak,ambivert,2.61,machine learning - reading/writing - ambivert - weak,Below Average
S0371,maryam khan,cloud computing,reading/writing,average,extrovert,2.01,cloud computing - reading/writing - extrovert - average,Low
S0372,hamza qureshi,computer networks,reading/writing,strong,extrovert,2.98,computer networks - reading/writing - extrovert - strong,Below Average
S0373,maryam chaudhry,artificial intelligence,kinesthetic,strong,introvert,3.47,artificial intelligence - kinesthetic - introvert - strong,Above Average
S0374,muneeb iftikhar,computer networks,reading/writing,average,extrovert,3.6,computer networks - reading/writing - extrovert - average,High
S0375,ayesha chaudhry,cyber security,visual,average,introvert,2.6,cyber security - visual - introvert - average,Below Average
S0376,hassan qureshi,deep learning,kinesthetic,average,ambivert,3.11,deep learning - kinesthetic - ambivert - average,Above Average
S0377,ali qureshi,data science,reading/writing,average,ambivert,3.78,data science - reading/writing - ambivert - average,High
S0378,bilal iftikhar,information technology,kinesthetic,strong,ambivert,3.33,information technology - kinesthetic - ambivert - strong,Above Average
S0379,bilal sheikh,artificial intelligence,kinesthetic,weak,introvert,3.33,artificial intelligence - kinesthetic - introvert - weak,Above Average
S0380,maryam iftikhar,computer networks,visual,strong,introvert,3.91,computer networks - visual - introvert - strong,High
S0381,muneeb sheikh,software engineering,reading/writing,weak,extrovert,3.05,software engineering - reading/writing - extrovert - weak,Above Average
S0382,fatima iftikhar,machine learning,auditory,strong,extrovert,3.97,machine learning - auditory - extrovert - strong,High
S0383,muneeb sheikh,data science,kinesthetic,weak,introvert,3.33,data science - kinesthetic - introvert - weak,Above Average
S0384,maryam ashraf,cyber security,visual,average,introvert,2.06,cyber security - visual - introvert - average,Low
S0385,muneeb ashraf,data science,auditory,average,extrovert,3.7,data science - auditory - extrovert - average,High
S0386,usman rana,cloud computing,kinesthetic,weak,extrovert,2.76,cloud computing - kinesthetic - extrovert - weak,Below Average
S0387,ayesha butt,machine learning,reading/writing,average,introvert,2.16,machine learning - reading/writing - introvert - average,Low
S0388,hiba chaudhry,cyber security,auditory,strong,ambivert,3.03,cyber security - auditory - ambivert - strong,Above Average
S0389,ayesha siddiqui,information technology,reading/writing,average,ambivert,2.5,information technology - reading/writing - ambivert - average,Low
S0390,usman siddiqui,information technology,reading/writing,weak,ambivert,2.37,information technology - reading/writing - ambivert - weak,Low
S0391,ayesha khan,machine learning,auditory,average,ambivert,2.69,machine learning - auditory - ambivert - average,Below Average
S0392,fatima malik,computer networks,reading/writing,strong,ambivert,3.95,computer networks - reading/writing - ambivert - strong,High
S0393,hassan chaudhry,cyber security,visual,average,extrovert,2.41,cyber security - visual - extrovert - average,Low
S0394,sana chaudhry,computer networks,visual,average,extrovert,3.6,computer networks - visual - extrovert - average,High
S0395,ahmad siddiqui,deep learning,auditory,weak,extrovert,3.42,deep learning - auditory - extrovert - weak,Above Average
S0396,ayesha siddiqui,cloud computing,reading/writing,average,introvert,2.27,cloud computing - reading/writing - introvert - average,Low
S0397,hiba sheikh,machine learning,reading/writing,average,ambivert,3.67,machine learning - reading/writing - ambivert - average,High
S0398,zara ashraf,cyber security,auditory,weak,introvert,3.76,cyber security - auditory - introvert - weak,High
S0399,ali sheikh,information technology,kinesthetic,strong,ambivert,3.39,information technology - kinesthetic - ambivert - strong,Above Average
S0400,usman siddiqui,information technology,auditory,weak,ambivert,3.32,information technology - auditory - ambivert - weak,Above Average
S0401,jawad sheikh,computer networks,visual,weak,ambivert,3.86,computer networks - visual - ambivert - weak,High
S0402,ayesha qureshi,deep learning,kinesthetic,average,ambivert,3.93,deep learning - kinesthetic - ambivert - average,High
S0403,hiba malik,cyber security,auditory,weak,extrovert,2.95,cyber security - auditory - extrovert - weak,Below Average
S0404,ayesha qureshi,information technology,auditory,average,introvert,2.13,information technology - auditory - introvert - average,Low
S0405,ahmad butt,software engineering,kinesthetic,weak,ambivert,2.49,software engineering - kinesthetic - ambivert - weak,Low
S0406,hamza qureshi,data science,visual,strong,extrovert,2.62,data science - visual - extrovert - strong,Below Average
S0407,ali sheikh,artificial intelligence,kinesthetic,average,ambivert,3.35,artificial intelligence - kinesthetic - ambivert - average,Above Average
S0408,hassan butt,data science,auditory,average,extrovert,2.6,data science - auditory - extrovert - average,Below Average
S0409,hiba siddiqui,computer networks,auditory,weak,ambivert,3.96,computer networks - auditory - ambivert - weak,High
S0410,ahmad rana,deep learning,reading/writing,weak,ambivert,3.73,deep learning - reading/writing - ambivert - weak,High
S0411,ali sheikh,artificial intelligence,auditory,average,extrovert,2.26,artificial intelligence - auditory - extrovert - average,Low
S0412,usman qureshi,information technology,reading/writing,weak,extrovert,3.71,information technology - reading/writing - extrovert - weak,High
S0413,maryam ashraf,cloud computing,reading/writing,weak,ambivert,2.84,cloud computing - reading/writing - ambivert - weak,Below Average
S0414,zara sheikh,deep learning,reading/writing,weak,extrovert,3.72,deep learning - reading/writing - extrovert - weak,High
S0415,hiba ashraf,machine learning,reading/writing,weak,extrovert,2.32,machine learning - reading/writing - extrovert - weak,Low
S0416,bilal rana,software engineering,auditory,strong,introvert,3.09,software engineering - auditory - introvert - strong,Above Average
S0417,sana iftikhar,information technology,auditory,average,introvert,3.19,information technology - auditory - introvert - average,Above Average
S0418,hassan siddiqui,deep learning,visual,weak,introvert,2.34,deep learning - visual - introvert - weak,Low
S0419,jawad rana,information technology,visual,average,introvert,2.38,information technology - visual - introvert - average,Low
S0420,hassan chaudhry,cyber security,auditory,weak,extrovert,2.32,cyber security - auditory - extrovert - weak,Low
S0421,hamza ashraf,cyber security,kinesthetic,average,ambivert,3.83,cyber security - kinesthetic - ambivert - average,High
S0422,ahmad siddiqui,computer networks,visual,strong,ambivert,3.04,computer networks - visual - ambivert - strong,Above Average
S0423,zara sheikh,computer networks,auditory,strong,ambivert,3.38,computer networks - auditory - ambivert - strong,Above Average
S0424,hiba ashraf,deep learning,visual,strong,extrovert,2.17,deep learning - visual - extrovert - strong,Low
S0425,maryam sheikh,software engineering,kinesthetic,average,introvert,2.27,software engineering - kinesthetic - introvert - average,Low
S0426,hamza ashraf,cloud computing,reading/writing,weak,introvert,2.91,cloud computing - reading/writing - introvert - weak,Below Average
S0427,hiba malik,software engineering,auditory,strong,ambivert,2.59,software engineering - auditory - ambivert - strong,Below Average
S0428,maryam siddiqui,cyber security,reading/writing,strong,extrovert,2.2,cyber security - reading/writing - extrovert - strong,Low
S0429,maryam qureshi,data science,kinesthetic,strong,extrovert,2.06,data science - kinesthetic - extrovert - strong,Low
S0430,muneeb khan,information technology,reading/writing,weak,introvert,3.71,information technology - reading/writing - introvert - weak,High
S0431,jawad rana,data science,reading/writing,weak,ambivert,2.58,data science - reading/writing - ambivert - weak,Below Average
S0432,bilal ashraf,software engineering,auditory,strong,extrovert,3.79,software engineering - auditory - extrovert - strong,High
S0433,ayesha sheikh,data science,visual,strong,introvert,3.28,data science - visual - introvert - strong,Above Average
S0434,maryam iftikhar,information technology,reading/writing,weak,extrovert,2.48,information technology - reading/writing - extrovert - weak,Low
S0435,bilal malik,computer networks,auditory,average,introvert,2.81,computer networks - auditory - introvert - average,Below Average
S0436,jawad iftikhar,deep learning,visual,strong,introvert,2.94,deep learning - visual - introvert - strong,Below Average
S0437,fatima sheikh,information technology,kinesthetic,strong,ambivert,3.81,information technology - kinesthetic - ambivert - strong,High
S0438,usman rana,machine learning,reading/writing,strong,extrovert,3.53,machine learning - reading/writing - extrovert - strong,High
S0439,sana khan,information technology,auditory,average,extrovert,3.24,information technology - auditory - extrovert - average,Above Average
S0440,ayesha khan,artificial intelligence,reading/writing,strong,ambivert,2.76,artificial intelligence - reading/writing - ambivert - strong,Below Average
S0441,usman qureshi,machine learning,reading/writing,strong,extrovert,3.17,machine learning - reading/writing - extrovert - strong,Above Average
S0442,bilal siddiqui,artificial intelligence,reading/writing,strong,extrovert,2.98,artificial intelligence - reading/writing - extrovert - strong,Below Average
S0443,ali rana,software engineering,auditory,strong,extrovert,3.41,software engineering - auditory - extrovert - strong,Above Average
S0444,sana iftikhar,deep learning,visual,weak,ambivert,2.24,deep learning - visual - ambivert - weak,Low
S0445,ali siddiqui,data science,reading/writing,strong,introvert,3.6,data science - reading/writing - introvert - strong,High
S0446,ayesha rana,data science,kinesthetic,strong,ambivert,2.87,data science - kinesthetic - ambivert - strong,Below Average
S0447,fatima qureshi,machine learning,auditory,weak,ambivert,3.34,machine learning - auditory - ambivert - weak,Above Average
S0448,muneeb siddiqui,cyber security,kinesthetic,weak,introvert,2.25,cyber security - kinesthetic - introvert - weak,Low
S0449,ayesha rana,cyber security,reading/writing,weak,extrovert,3.18,cyber security - reading/writing - extrovert - weak,Above Average
S0450,hiba ashraf,information technology,auditory,strong,ambivert,3.08,information technology - auditory - ambivert - strong,Above Average
S0451,muneeb chaudhry,data science,visual,strong,extrovert,3.36,data science - visual - extrovert - strong,Above Average
S0452,maryam rana,data science,auditory,strong,introvert,2.44,data science - auditory - introvert - strong,Low
S0453,hiba khan,artificial intelligence,reading/writing,strong,extrovert,2.29,artificial intelligence - reading/writing - extrovert - strong,Low
S0454,hassan siddiqui,data science,reading/writing,weak,ambivert,2.31,data science - reading/writing - ambivert - weak,Low
S0455,jawad rana,artificial intelligence,auditory,weak,introvert,3.57,artificial intelligence - auditory - introvert - weak,High
S0456,maryam chaudhry,cyber security,auditory,average,ambivert,3.78,cyber security - auditory - ambivert - average,High
S0457,ayesha sheikh,data science,auditory,weak,introvert,2.03,data science - auditory - introvert - weak,Low
S0458,ayesha sheikh,data science,kinesthetic,strong,introvert,3.33,data science - kinesthetic - introvert - strong,Above Average
S0459,sana khan,computer networks,kinesthetic,weak,extrovert,3.92,computer networks - kinesthetic - extrovert - weak,High
S0460,zara qureshi,information technology,auditory,strong,introvert,2.64,information technology - auditory - introvert - strong,Below Average
S0461,fatima siddiqui,cyber security,kinesthetic,average,ambivert,3.16,cyber security - kinesthetic - ambivert - average,Above Average
S0462,zara qureshi,information technology,reading/writing,strong,extrovert,3.12,information technology - reading/writing - extrovert - strong,Above Average
S0463,muneeb malik,deep learning,kinesthetic,strong,introvert,3.16,deep learning - kinesthetic - introvert - strong,Above Average
S0464,ahmad qureshi,artificial intelligence,kinesthetic,weak,introvert,3.64,artificial intelligence - kinesthetic - introvert - weak,High
S0465,bilal butt,information technology,auditory,strong,introvert,2.08,information technology - auditory - introvert - strong,Low
S0466,muneeb siddiqui,information technology,visual,average,introvert,3.84,information technology - visual - introvert - average,High
S0467,ayesha rana,cyber security,reading/writing,strong,extrovert,3.66,cyber security - reading/writing - extrovert - strong,High
S0468,jawad malik,information technology,reading/writing,average,extrovert,3.65,information technology - reading/writing - extrovert - average,High
S0469,ayesha siddiqui,computer networks,visual,average,ambivert,3.67,computer networks - visual - ambivert - average,High
S0470,hamza siddiqui,machine learning,visual,weak,extrovert,3.23,machine learning - visual - extrovert - weak,Above Average
S0471,jawad khan,computer networks,visual,weak,extrovert,2.49,computer networks - visual - extrovert - weak,Low
S0472,fatima chaudhry,deep learning,reading/writing,average,ambivert,2.48,deep learning - reading/writing - ambivert - average,Low
S0473,fatima sheikh,deep learning,reading/writing,strong,ambivert,2.7,deep learning - reading/writing - ambivert - strong,Below Average
S0474,ayesha khan,deep learning,kinesthetic,weak,extrovert,3.59,deep learning - kinesthetic - extrovert - weak,High
S0475,fatima ashraf,machine learning,visual,average,extrovert,3.41,machine learning - visual - extrovert - average,Above Average
S0476,sana ashraf,cyber security,auditory,average,introvert,2.97,cyber security - auditory - introvert - average,Below Average
S0477,ali iftikhar,software engineering,reading/writing,weak,introvert,2.11,software engineering - reading/writing - introvert - weak,Low
S0478,hiba ashraf,cloud computing,visual,weak,ambivert,3.02,cloud computing - visual - ambivert - weak,Above Average
S0479,jawad chaudhry,computer networks,auditory,weak,extrovert,2.57,computer networks - auditory - extrovert - weak,Below Average
S0480,ahmad rana,computer networks,auditory,average,ambivert,3.8,computer networks - auditory - ambivert - average,High
S0481,ayesha iftikhar,computer networks,auditory,weak,ambivert,3.57,computer networks - auditory - ambivert - weak,High
S0482,hiba iftikhar,machine learning,visual,weak,introvert,2.04,machine learning - visual - introvert - weak,Low
S0483,hiba malik,machine learning,visual,strong,ambivert,3.57,machine learning - visual - ambivert - strong,High
S0484,hiba ashraf,cyber security,kinesthetic,strong,extrovert,3.99,cyber security - kinesthetic - extrovert - strong,High
S0485,hiba rana,artificial intelligence,kinesthetic,average,ambivert,3.09,artificial intelligence - kinesthetic - ambivert - average,Above Average
S0486,muneeb iftikhar,information technology,kinesthetic,strong,extrovert,2.52,information technology - kinesthetic - extrovert - strong,Below Average
S0487,bilal rana,cloud computing,reading/writing,weak,ambivert,2.9,cloud computing - reading/writing - ambivert - weak,Below Average
S0488,sana qureshi,cloud computing,auditory,strong,extrovert,3.6,cloud computing - auditory - extrovert - strong,High
S0489,usman iftikhar,information technology,reading/writing,strong,extrovert,2.83,information technology - reading/writing - extrovert - strong,Below Average
S0490,hamza malik,data science,kinesthetic,weak,ambivert,3.18,data science - kinesthetic - ambivert - weak,Above Average
S0491,sana chaudhry,cloud computing,visual,strong,ambivert,2.86,cloud computing - visual - ambivert - strong,Below Average
S0492,ali rana,artificial intelligence,kinesthetic,average,extrovert,2.7,artificial intelligence - kinesthetic - extrovert - average,Below Average
S0493,muneeb sheikh,data science,visual,strong,ambivert,3.21,data science - visual - ambivert - strong,Above Average
S0494,hiba malik,cloud computing,auditory,weak,ambivert,2.38,cloud computing - auditory - ambivert - weak,Low
S0495,maryam rana,software engineering,kinesthetic,weak,extrovert,2.95,software engineering - kinesthetic - extrovert - weak,Below Average
S0496,fatima ashraf,data science,auditory,strong,introvert,3.99,data science - auditory - introvert - strong,High
S0497,bilal qureshi,software engineering,kinesthetic,strong,ambivert,3.07,software engineering - kinesthetic - ambivert - strong,Above Average
S0498,jawad ashraf,information technology,visual,weak,extrovert,2.16,information technology - visual - extrovert - weak,Low
S0499,fatima qureshi,cyber security,visual,strong,extrovert,2.99,cyber security - visual - extrovert - strong,Below Average
S0500,ayesha ashraf,machine learning,kinesthetic,average,ambivert,3.12,machine learning - kinesthetic - ambivert - average,Above Average
